"cc_iso3c","indicator","value","imputed","raw_value","theta","new_x","new_y","data_label"
"NZL","Regulation",0.7602500522654569,NA,0.7602500522654569,3.9269908169872414,-0.5375779673543319,0.5375779673543317,"NZL - Regulation:
0.76"
"NZL","Tax
administration",0.6041003235090929,NA,0.6041003235090929,4.4505895925855405,-0.15635266887674723,0.583516104147014,"NZL - Tax
administration: 0.60"
"CAN","Capabilities",0.8633356323403962,NA,0.8633356323403962,-1.3089969389957472,0.22344770396532226,0.8339181840331925,"CAN - Capabilities:
0.86"
"CAN","Crisis
and risk
management",0.7876942208868424,NA,0.7876942208868424,-0.7853981633974483,0.5569839250905405,0.5569839250905404,"CAN - Crisis and
risk management:
0.79"
"CAN","Digital
services",NA,0.6661729630540767,0.6661729630540767,-0.2617993877991494,0.643473669789446,0.17241825017077295,"CAN - Digital
services: 0.67
(imputed)"
"CAN","Fiscal and
financial
management",0.6783129318951031,NA,0.6783129318951031,0.2617993877991494,0.655199979223338,-0.17556030531378178,"CAN - Fiscal
and financial
management: 0.68"
"CAN","HR management",1,NA,1,0.7853981633974483,0.7071067811865476,-0.7071067811865475,"CAN - HR management:
1.00"
"CAN","Inclusiveness",1,NA,1,1.3089969389957472,0.25881904510252074,-0.9659258262890683,"CAN - Inclusiveness:
1.00"
"CAN","Integrity",0.8671334494747722,NA,0.8671334494747722,1.8325957145940461,-0.22443065136951557,-0.8375865936868094,"CAN - Integrity:
0.87"
"CAN","Openness",0.8343317644630646,NA,0.8343317644630646,2.356194490192345,-0.5899616484111703,-0.5899616484111704,"CAN - Openness: 0.83"
"CAN","Policy making",0.9267437784787944,NA,0.9267437784787944,2.8797932657906435,-0.8951657499853827,-0.23985893980058384,"CAN - Policy making:
0.93"
"CAN","Procurement",0.6004563144295855,NA,0.6004563144295855,3.4033920413889422,-0.579996261665886,0.15540952992644402,"CAN - Procurement:
0.60"
"CAN","Regulation",0.7621439286145332,NA,0.7621439286145332,3.9269908169872414,-0.5389171401634926,0.5389171401634923,"CAN - Regulation:
0.76"
"CAN","Tax
administration",0.6235894346450543,NA,0.6235894346450543,4.4505895925855405,-0.16139682201085365,0.6023411399246571,"CAN - Tax
administration: 0.62"
"FIN","Capabilities",0.8493931508482027,NA,0.8493931508482027,-1.3089969389957472,0.21983912421915316,0.8204507810773254,"FIN - Capabilities:
0.85"
"FIN","Crisis
and risk
management",0.9788688626016412,NA,0.9788688626016412,-0.7853981633974483,0.6921648106379834,0.6921648106379833,"FIN - Crisis and
risk management:
0.98"
"FIN","Digital
services",0.834760581594611,NA,0.834760581594611,-0.2617993877991494,0.8063168045303178,0.21605193661754207,"FIN - Digital
services: 0.83"
"FIN","Fiscal and
financial
management",0.7292554742954658,NA,0.7292554742954658,0.2617993877991494,0.7044066965846743,-0.1887452054929383,"FIN - Fiscal
and financial
management: 0.73"
"FIN","HR management",0.6643401430462564,NA,0.6643401430462564,0.7853981633974483,0.469759420162449,-0.46975942016244887,"FIN - HR management:
0.66"
"FIN","Inclusiveness",0.7939708111180198,NA,0.7939708111180198,1.3089969389957472,0.20549476717283974,-0.7669169117785751,"FIN - Inclusiveness:
0.79"
"FIN","Integrity",0.7891981653443951,NA,0.7891981653443951,1.8325957145940461,-0.2042595155510977,-0.7623068899661016,"FIN - Integrity:
0.79"
"FIN","Openness",0.903366754789044,NA,0.903366754789044,2.356194490192345,-0.638776758209818,-0.6387767582098182,"FIN - Openness: 0.90"
"FIN","Policy making",1,NA,1,2.8797932657906435,-0.9659258262890682,-0.258819045102521,"FIN - Policy making:
1.00"
"FIN","Procurement",0.5656094456004275,NA,0.5656094456004275,3.4033920413889422,-0.5463367710984948,0.14639049661126857,"FIN - Procurement:
0.57"
"FIN","Regulation",0.528330388972848,NA,0.528330388972848,3.9269908169872414,-0.3735860007496273,0.37358600074962717,"FIN - Regulation:
0.53"
"FIN","Tax
administration",0.6250249010190951,NA,0.6250249010190951,4.4505895925855405,-0.16176834804705967,0.6037276939681127,"FIN - Tax
administration: 0.63"
"AUS","Capabilities",NA,0.6903754913438311,0.6903754913438311,-1.3089969389957472,0.17868232543179394,0.6668515169260116,"AUS - Capabilities:
0.69 (imputed)"
"AUS","Crisis
and risk
management",0.9347420756815392,NA,0.9347420756815392,-0.7853981633974483,0.6609624603748054,0.6609624603748053,"AUS - Crisis and
risk management:
0.93"
"AUS","Digital
services",NA,0.7080495857825493,0.7080495857825493,-0.2617993877991494,0.6839233812006414,0.18325671767747476,"AUS - Digital
services: 0.71
(imputed)"
"AUS","Fiscal and
financial
management",0.721270933902963,NA,0.721270933902963,0.2617993877991494,0.6966942228085076,-0.18667865437296824,"AUS - Fiscal
and financial
management: 0.72"
"AUS","HR management",0.8142652575785041,NA,0.8142652575785041,0.7853981633974483,0.5757724853183711,-0.575772485318371,"AUS - HR management:
0.81"
"AUS","Inclusiveness",0.775762396394653,NA,0.775762396394653,1.3089969389957472,0.2007820826613073,-0.749328933741493,"AUS - Inclusiveness:
0.78"
"AUS","Integrity",0.7887638616224706,NA,0.7887638616224706,1.8325957145940461,-0.20414710947650472,-0.7618873847846412,"AUS - Integrity:
0.79"
"AUS","Openness",0.827728410462405,NA,0.827728410462405,2.356194490192345,-0.5852923720187285,-0.5852923720187286,"AUS - Openness: 0.83"
"AUS","Policy making",0.8478794251664915,NA,0.8478794251664915,2.8797932657906435,-0.8189886343474435,-0.21944734318366577,"AUS - Policy making:
0.85"
"AUS","Procurement",0.6763145844039514,NA,0.6763145844039514,3.4033920413889422,-0.6532697237717346,0.17504309492433862,"AUS - Procurement:
0.68"
"AUS","Regulation",0.6658641212267792,NA,0.6658641212267792,3.9269908169872414,-0.470837035468277,0.4708370354682769,"AUS - Regulation:
0.67"
"AUS","Tax
administration",0.7201545952669387,NA,0.7201545952669387,4.4505895925855405,-0.1863897246731813,0.6956159224890873,"AUS - Tax
administration: 0.72"
"DNK","Capabilities",0.8835570029915676,NA,0.8835570029915676,-1.3089969389957472,0.22868137980792258,0.8534505281881227,"DNK - Capabilities:
0.88"
"DNK","Crisis
and risk
management",0.3501139428581305,NA,0.3501139428581305,-0.7853981633974483,0.2475679431829435,0.24756794318294348,"DNK - Crisis and
risk management:
0.35"
"DNK","Digital
services",0.9767075210507432,NA,0.9767075210507432,-0.2617993877991494,0.9434270193136867,0.25279050794280356,"DNK - Digital
services: 0.98"
"DNK","Fiscal and
financial
management",0.673343377499003,NA,0.673343377499003,0.2617993877991494,0.6503997582869965,-0.1742740899903981,"DNK - Fiscal
and financial
management: 0.67"
"DNK","HR management",0.7616937372611576,NA,0.7616937372611576,0.7853981633974483,0.5385988068046891,-0.538598806804689,"DNK - HR management:
0.76"
"DNK","Inclusiveness",0.4517413613647379,NA,0.4517413613647379,1.3089969389957472,0.11691926778173423,-0.43634864774518306,"DNK - Inclusiveness:
0.45"
"DNK","Integrity",0.8441838859437496,NA,0.8441838859437496,1.8325957145940461,-0.21849086725089664,-0.8154190175701329,"DNK - Integrity:
0.84"
"DNK","Openness",0.9356771562192746,NA,0.9356771562192746,2.356194490192345,-0.6616236621639936,-0.6616236621639937,"DNK - Openness: 0.94"
"DNK","Policy making",0.9600420609884333,NA,0.9600420609884333,2.8797932657906435,-0.9273294210325124,-0.24847716948328255,"DNK - Policy making:
0.96"
"DNK","Procurement",0.9403929126169154,NA,0.9403929126169154,3.4033920413889422,-0.9083498011558777,0.2433915956646879,"DNK - Procurement:
0.94"
"DNK","Regulation",0.6063417531597391,NA,0.6063417531597391,3.9269908169872414,-0.42874836537579136,0.42874836537579125,"DNK - Regulation:
0.61"
"DNK","Tax
administration",0.6746875547827406,NA,0.6746875547827406,4.4505895925855405,-0.17462198867142348,0.6516981338404697,"DNK - Tax
administration: 0.67"
"NOR","Capabilities",0.7090283915738099,NA,0.7090283915738099,-1.3089969389957472,0.18351005125770964,0.6848688349933414,"NOR - Capabilities:
0.71"
"NOR","Crisis
and risk
management",0.6793039153993559,NA,0.6793039153993559,-0.7853981633974483,0.48034040506545733,0.4803404050654573,"NOR - Crisis and
risk management:
0.68"
"NOR","Digital
services",0.8785666943652992,NA,0.8785666943652992,-0.2617993877991494,0.848630260204857,0.22738979289450492,"NOR - Digital
services: 0.88"
"NOR","Fiscal and
financial
management",0.7089118425666,NA,0.7089118425666,0.2617993877991494,0.684756257297249,-0.18347988615495592,"NOR - Fiscal
and financial
management: 0.71"
"NOR","HR management",0.6943684703840695,NA,0.6943684703840695,0.7853981633974483,0.49099265405070597,-0.49099265405070586,"NOR - HR management:
0.69"
"NOR","Inclusiveness",0.7118484081639314,NA,0.7118484081639314,1.3089969389957472,0.18423992525873814,-0.6875927618483033,"NOR - Inclusiveness:
0.71"
"NOR","Integrity",0.824364081624495,NA,0.824364081624495,1.8325957145940461,-0.21336112442286836,-0.7962745567061693,"NOR - Integrity:
0.82"
"NOR","Openness",1,NA,1,2.356194490192345,-0.7071067811865475,-0.7071067811865476,"NOR - Openness: 1.00"
"NOR","Policy making",0.807570977917981,NA,0.807570977917981,2.8797932657906435,-0.7800536641324967,-0.20901474935724093,"NOR - Policy making:
0.81"
"NOR","Procurement",0.5545015819791491,NA,0.5545015819791491,3.4033920413889422,-0.5356073987518052,0.1435155699556803,"NOR - Procurement:
0.55"
"NOR","Regulation",0.5624709159335073,NA,0.5624709159335073,3.9269908169872414,-0.3977269988767916,0.39772699887679147,"NOR - Regulation:
0.56"
"NOR","Tax
administration",0.7659558279340846,NA,0.7659558279340846,4.4505895925855405,-0.19824395597661038,0.739856515998158,"NOR - Tax
administration: 0.77"
"NLD","Capabilities",0.6896328429924294,NA,0.6896328429924294,-1.3089969389957472,0.1784901138946372,0.6661341737035417,"NLD - Capabilities:
0.69"
"NLD","Crisis
and risk
management",1,NA,1,-0.7853981633974483,0.7071067811865476,0.7071067811865475,"NLD - Crisis and
risk management:
1.00"
"NLD","Digital
services",0.8510445817038512,NA,0.8510445817038512,-0.2617993877991494,0.822045940791127,0.22026654597626497,"NLD - Digital
services: 0.85"
"NLD","Fiscal and
financial
management",0.7457729448548804,NA,0.7457729448548804,0.2617993877991494,0.7203613479829821,-0.193020241450635,"NLD - Fiscal
and financial
management: 0.75"
"NLD","HR management",0.6716844901894947,NA,0.6716844901894947,0.7853981633974483,0.4749526578308208,-0.47495265783082075,"NLD - HR management:
0.67"
"NLD","Inclusiveness",0.7483792008201183,NA,0.7483792008201183,1.3089969389957472,0.19369479013085064,-0.7228787979297254,"NLD - Inclusiveness:
0.75"
"NLD","Integrity",0.6812956436506858,NA,0.6812956436506858,1.8325957145940461,-0.17633228792217784,-0.6580810575404313,"NLD - Integrity:
0.68"
"NLD","Openness",0.8638584485688013,NA,0.8638584485688013,2.356194490192345,-0.6108401669682898,-0.6108401669682899,"NLD - Openness: 0.86"
"NLD","Policy making",0.493515597616544,NA,0.493515597616544,2.8797932657906435,-0.4766994614143036,-0.1277312357183139,"NLD - Policy making:
0.49"
"NLD","Procurement",0.5870521221283319,NA,0.5870521221283319,3.4033920413889422,-0.5670488061415601,0.151940269674663,"NLD - Procurement:
0.59"
"NLD","Regulation",0.616735467119036,NA,0.616735467119036,3.9269908169872414,-0.4360978309981235,0.4360978309981234,"NLD - Regulation:
0.62"
"NLD","Tax
administration",0.7630109069633092,NA,0.7630109069633092,4.4505895925855405,-0.1974817543430519,0.7370119407761059,"NLD - Tax
administration: 0.76"
"SWE","Capabilities",0.6976274773949507,NA,0.6976274773949507,-1.3089969389957472,0.1805592775366415,0.6738563975446761,"SWE - Capabilities:
0.70"
"SWE","Crisis
and risk
management",0.9807333747250256,NA,0.9807333747250256,-0.7853981633974483,0.693483219804033,0.6934832198040329,"SWE - Crisis and
risk management:
0.98"
"SWE","Digital
services",0.7464843677287564,NA,0.7464843677287564,-0.2617993877991494,0.7210485297102717,0.19320437123951567,"SWE - Digital
services: 0.75"
"SWE","Fiscal and
financial
management",0.9479834580313043,NA,0.9479834580313043,0.2617993877991494,0.915681705007256,-0.24535617338064775,"SWE - Fiscal
and financial
management: 0.95"
"SWE","HR management",0.6154644635351589,NA,0.6154644635351589,0.7853981633974483,0.4351990957450515,-0.43519909574505145,"SWE - HR management:
0.62"
"SWE","Inclusiveness",0.6770066358591464,NA,0.6770066358591464,1.3089969389957472,0.17522221102113425,-0.6539381941454284,"SWE - Inclusiveness:
0.68"
"SWE","Integrity",0.8270884739566517,NA,0.8270884739566517,1.8325957145940461,-0.2140662490447618,-0.7989061176207434,"SWE - Integrity:
0.83"
"SWE","Openness",0.7133258724894361,NA,0.7133258724894361,2.356194490192345,-0.5043975616330908,-0.5043975616330908,"SWE - Openness: 0.71"
"SWE","Policy making",0.866105853487557,NA,0.866105853487557,2.8797932657906435,-0.8365940121837672,-0.22416468995735347,"SWE - Policy making:
0.87"
"SWE","Procurement",0.356434806565999,NA,0.356434806565999,3.4033920413889422,-0.3442895850504469,0.09225211627671341,"SWE - Procurement:
0.36"
"SWE","Regulation",0.5230851313214954,NA,0.5230851313214954,3.9269908169872414,-0.36987704349528516,0.36987704349528505,"SWE - Regulation:
0.52"
"SWE","Tax
administration",0.6239025306477832,NA,0.6239025306477832,4.4505895925855405,-0.16147785721930535,0.6026435674398007,"SWE - Tax
administration: 0.62"
"KOR","Capabilities",0.6362046981273733,NA,0.6362046981273733,-1.3089969389957472,0.16466189245906424,0.6145265487276703,"KOR - Capabilities:
0.64"
"KOR","Crisis
and risk
management",0.7969753485950364,NA,0.7969753485950364,-0.7853981633974483,0.5635466734300628,0.5635466734300628,"KOR - Crisis and
risk management:
0.80"
"KOR","Digital
services",NA,0.5586584764117614,0.5586584764117614,-0.2617993877991494,0.5396226504414225,0.1445914534033212,"KOR - Digital
services: 0.56
(imputed)"
"KOR","Fiscal and
financial
management",1,NA,1,0.2617993877991494,0.9659258262890683,-0.25881904510252074,"KOR - Fiscal
and financial
management: 1.00"
"KOR","HR management",0.9712652739866656,NA,0.9712652739866656,0.7853981633974483,0.6867882615669814,-0.6867882615669813,"KOR - HR management:
0.97"
"KOR","Inclusiveness",0.2563103201232215,NA,0.2563103201232215,1.3089969389957472,0.0663379923042136,-0.24757675775143836,"KOR - Inclusiveness:
0.26"
"KOR","Integrity",0.5044554539248518,NA,0.5044554539248518,1.8325957145940461,-0.13056267888158885,-0.4872665511583895,"KOR - Integrity:
0.50"
"KOR","Openness",0.7109943680304291,NA,0.7109943680304291,2.356194490192345,-0.5027489390197603,-0.5027489390197604,"KOR - Openness: 0.71"
"KOR","Policy making",0.7651594812478094,NA,0.7651594812478094,2.8797932657906435,-0.7390873041672051,-0.19803784628769838,"KOR - Policy making:
0.77"
"KOR","Procurement",0.7464324068002115,NA,0.7464324068002115,3.4033920413889422,-0.7209983393074324,0.19319092276160676,"KOR - Procurement:
0.75"
"KOR","Regulation",0.8077611918733762,NA,0.8077611918733762,3.9269908169872414,-0.5711734163529925,0.5711734163529922,"KOR - Regulation:
0.81"
"KOR","Tax
administration",0.715431003128687,NA,0.715431003128687,4.4505895925855405,-0.1851671690665052,0.691053282849894,"KOR - Tax
administration: 0.72"
"USA","Capabilities",0.938599636191702,NA,0.938599636191702,-1.3089969389957472,0.24292746157270967,0.9066176291430886,"USA - Capabilities:
0.94"
"USA","Crisis
and risk
management",0.90731303115326,NA,0.90731303115326,-0.7853981633974483,0.6415671969873914,0.6415671969873914,"USA - Crisis and
risk management:
0.91"
"USA","Digital
services",NA,0.6861485841514743,0.6861485841514743,-0.2617993877991494,0.6627686381035871,0.17758832134853117,"USA - Digital
services: 0.69
(imputed)"
"USA","Fiscal and
financial
management",0.794555404565562,NA,0.794555404565562,0.2617993877991494,0.7674815856874354,-0.2056460710907058,"USA - Fiscal
and financial
management: 0.79"
"USA","HR management",0.7749884890102547,NA,0.7749884890102547,0.7853981633974483,0.5479996159206674,-0.5479996159206673,"USA - HR management:
0.77"
"USA","Inclusiveness",0.8736285266848454,NA,0.8736285266848454,1.3089969389957472,0.22611170105089373,-0.8438603565077606,"USA - Inclusiveness:
0.87"
"USA","Integrity",0.7122429188085737,NA,0.7122429188085737,1.8325957145940461,-0.18434203212706735,-0.6879738298687094,"USA - Integrity:
0.71"
"USA","Openness",0.7042534416316478,NA,0.7042534416316478,2.356194490192345,-0.49798238425170255,-0.49798238425170266,"USA - Openness: 0.70"
"USA","Policy making",0.4917630564318262,NA,0.4917630564318262,2.8797932657906435,-0.47500663662234943,-0.12727764468238242,"USA - Policy making:
0.49"
"USA","Procurement",NA,0.5069465634245793,0.5069465634245793,3.4033920413889422,-0.4896727781602904,0.13120742546355388,"USA - Procurement:
0.51 (imputed)"
"USA","Regulation",0.5703759950932742,NA,0.5703759950932742,3.9269908169872414,-0.4033167339564792,0.4033167339564791,"USA - Regulation:
0.57"
"USA","Tax
administration",0.6091455962924877,NA,0.6091455962924877,4.4505895925855405,-0.15765848156082718,0.5883894634291683,"USA - Tax
administration: 0.61"
"EST","Capabilities",0.7947236530771027,NA,0.7947236530771027,-1.3089969389957472,0.20568961700980268,0.7676441012699673,"EST - Capabilities:
0.79"
"EST","Crisis
and risk
management",0.5122021980066547,NA,0.5122021980066547,-0.7853981633974483,0.36218164754916027,0.3621816475491602,"EST - Crisis and
risk management:
0.51"
"EST","Digital
services",1,NA,1,-0.2617993877991494,0.9659258262890683,0.25881904510252074,"EST - Digital
services: 1.00"
"EST","Fiscal and
financial
management",0.7191691210241098,NA,0.7191691210241098,0.2617993877991494,0.6946640274667962,-0.18613466517067928,"EST - Fiscal
and financial
management: 0.72"
"EST","HR management",0.5843832814625661,NA,0.5843832814625661,0.7853981633974483,0.4132213811342274,-0.41322138113422735,"EST - HR management:
0.58"
"EST","Inclusiveness",0.3143070329214546,NA,0.3143070329214546,1.3089969389957472,0.08134864612973744,-0.30359728048312146,"EST - Inclusiveness:
0.31"
"EST","Integrity",0.6339880856144166,NA,0.6339880856144166,1.8325957145940461,-0.16408819092509852,-0.6123854654545299,"EST - Integrity:
0.63"
"EST","Openness",0.6598843113570033,NA,0.6598843113570033,2.356194490192345,-0.4666086713591521,-0.4666086713591522,"EST - Openness: 0.66"
"EST","Policy making",0.5720294426919033,NA,0.5720294426919033,2.8797932657906435,-0.5525380120938519,-0.14805211412804567,"EST - Policy making:
0.57"
"EST","Procurement",0.5056650265703996,NA,0.5056650265703996,3.4033920413889422,-0.48843490861549693,0.1308757393186914,"EST - Procurement:
0.51"
"EST","Regulation",0.6544643692715041,NA,0.6544643692715041,3.9269908169872414,-0.4627761935568574,0.46277619355685723,"EST - Regulation:
0.65"
"EST","Tax
administration",1,NA,1,4.4505895925855405,-0.25881904510252063,0.9659258262890683,"EST - Tax
administration: 1.00"
"CHE","Capabilities",NA,0.7019890511676123,0.7019890511676123,-1.3089969389957472,0.181688135895626,0.678069354294955,"CHE - Capabilities:
0.70 (imputed)"
"CHE","Crisis
and risk
management",0.9098819140364116,NA,0.9098819140364116,-0.7853981633974483,0.643383671494142,0.6433836714941419,"CHE - Crisis and
risk management:
0.91"
"CHE","Digital
services",0.33810984038514774,NA,0.33810984038514774,-0.2617993877991494,0.32658902695048886,0.08750926602824964,"CHE - Digital
services: 0.34"
"CHE","Fiscal and
financial
management",0.7823530954967959,NA,0.7823530954967959,0.2617993877991494,0.755695060217553,-0.20248788110948193,"CHE - Fiscal
and financial
management: 0.78"
"CHE","HR management",0.7423567906704122,NA,0.7423567906704122,0.7853981633974483,0.5249255207429309,-0.5249255207429308,"CHE - HR management:
0.74"
"CHE","Inclusiveness",0.5292406404566585,NA,0.5292406404566585,1.3089969389957472,0.13697755719243887,-0.5112072029388536,"CHE - Inclusiveness:
0.53"
"CHE","Integrity",0.8025409981643,NA,0.8025409981643,1.8325957145940461,-0.20771289480050806,-0.7751950767827052,"CHE - Integrity:
0.80"
"CHE","Openness",0.5641140617874187,NA,0.5641140617874187,2.356194490192345,-0.3988888784525708,-0.39888887845257087,"CHE - Openness: 0.56"
"CHE","Policy making",0.560112162635822,NA,0.560112162635822,2.8797932657906435,-0.5410268035085632,-0.1449676950837114,"CHE - Policy making:
0.56"
"CHE","Procurement",0.5806759580892501,NA,0.5806759580892501,3.4033920413889422,-0.5608899046235554,0.15028999698665083,"CHE - Procurement:
0.58"
"CHE","Regulation",0.641015171973404,NA,0.641015171973404,3.9269908169872414,-0.45326617494585497,0.45326617494585486,"CHE - Regulation:
0.64"
"CHE","Tax
administration",0.6222409015075708,NA,0.6222409015075708,4.4505895925855405,-0.16104779595192106,0.6010385569395551,"CHE - Tax
administration: 0.62"
"IRL","Capabilities",0.7233792544730625,NA,0.7233792544730625,-1.3089969389957472,0.1872243278896914,0.6987307040972631,"IRL - Capabilities:
0.72"
"IRL","Crisis
and risk
management",0.7303915484605573,NA,0.7303915484605573,-0.7853981633974483,0.516464816837803,0.5164648168378029,"IRL - Crisis and
risk management:
0.73"
"IRL","Digital
services",0.5240280304786995,NA,0.5240280304786995,-0.2617993877991494,0.5061722083387709,0.13562843445545164,"IRL - Digital
services: 0.52"
"IRL","Fiscal and
financial
management",0.6058130461202457,NA,0.6058130461202457,0.2617993877991494,0.5851704671503958,-0.15679595410749134,"IRL - Fiscal
and financial
management: 0.61"
"IRL","HR management",0.991327888891457,NA,0.991327888891457,0.7853981633974483,0.7009746726144936,-0.7009746726144935,"IRL - HR management:
0.99"
"IRL","Inclusiveness",0.5880041390033557,NA,0.5880041390033557,1.3089969389957472,0.15218666977317838,-0.5679683838282085,"IRL - Inclusiveness:
0.59"
"IRL","Integrity",0.6897882703845797,NA,0.6897882703845797,1.8325957145940461,-0.17853034146385638,-0.6662843050357324,"IRL - Integrity:
0.69"
"IRL","Openness",0.4849773726204523,NA,0.4849773726204523,2.356194490192345,-0.3429307889019569,-0.34293078890195694,"IRL - Openness: 0.48"
"IRL","Policy making",0.6698212407991588,NA,0.6698212407991588,2.8797932657906435,-0.6469976354848964,-0.17336249393302408,"IRL - Policy making:
0.67"
"IRL","Procurement",0.6021744443886157,NA,0.6021744443886157,3.4033920413889422,-0.5816558477662342,0.15585421468180224,"IRL - Procurement:
0.60"
"IRL","Regulation",0.1530255877161659,NA,0.1530255877161659,3.9269908169872414,-0.10820543076915777,0.10820543076915774,"IRL - Regulation:
0.15"
"IRL","Tax
administration",0.8931966947029387,NA,0.8931966947029387,4.4505895925855405,-0.23117631561174223,0.8627617553696008,"IRL - Tax
administration: 0.89"
"AUT","Capabilities",0.556875367330477,NA,0.556875367330477,-1.3089969389957472,0.14412995081358954,0.5379002993287195,"AUT - Capabilities:
0.56"
"AUT","Crisis
and risk
management",0.6103169674556302,NA,0.6103169674556302,-0.7853981633974483,0.4315592663610856,0.43155926636108555,"AUT - Crisis and
risk management:
0.61"
"AUT","Digital
services",0.9724817655396816,NA,0.9724817655396816,-0.2617993877991494,0.939345252929969,0.25169680193659383,"AUT - Digital
services: 0.97"
"AUT","Fiscal and
financial
management",0.592033769719804,NA,0.592033769719804,0.2617993877991494,0.5718607082076337,-0.15322961494732534,"AUT - Fiscal
and financial
management: 0.59"
"AUT","HR management",0.5064157975724425,NA,0.5064157975724425,0.7853981633974483,0.35809004456346805,-0.358090044563468,"AUT - HR management:
0.51"
"AUT","Inclusiveness",0.7574276877814532,NA,0.7574276877814532,1.3089969389957472,0.19603671088580593,-0.7316189651745186,"AUT - Inclusiveness:
0.76"
"AUT","Integrity",0.7317878371788911,NA,0.7317878371788911,1.8325957145940461,-0.1894006292362796,-0.7068527712953105,"AUT - Integrity:
0.73"
"AUT","Openness",0.6303307331592588,NA,0.6303307331592588,2.356194490192345,-0.44571113580720007,-0.4457111358072001,"AUT - Openness: 0.63"
"AUT","Policy making",0.3929197336137399,NA,0.3929197336137399,2.8797932657906435,-0.37953131835613224,-0.10169511025584509,"AUT - Policy making:
0.39"
"AUT","Procurement",0.6147110922876635,NA,0.6147110922876635,3.4033920413889422,-0.5937653197470172,0.15909893791982033,"AUT - Procurement:
0.61"
"AUT","Regulation",0.48493155024836,NA,0.48493155024836,3.9269908169872414,-0.34289838759192043,0.3428983875919203,"AUT - Regulation:
0.48"
"AUT","Tax
administration",0.7605042674699579,NA,0.7605042674699579,4.4505895925855405,-0.19683298830296644,0.7345907129522817,"AUT - Tax
administration: 0.76"
"FRA","Capabilities",0.41470526571650834,NA,0.41470526571650834,-1.3089969389957472,0.10733362087173381,0.40057452645364594,"FRA - Capabilities:
0.41"
